text,relation
"HA induced CD44 signaling increased beta1-integrin expression and activation and induced phosphorylation of the cytoskeletal proteins cortactin and paxillin .  HA induced paxillin phosphorylation was attenuated by depletion of CD44 and cortactin using RNAi and following administration of neutralizing antibodies to beta1-integrin receptors , suggesting that it is a downstream target of CD44 promoted , integrin mediated signaling .",0
"In breast cancer cells the interaction between the anti-proliferative GPCRs SSTR1 and SSTR5 , and EGFR has been described .  Preformed heterodimeric SSTR and EGFR complexes exist that transmodulate EGFR function and dissociate in an EGFR-agonist-dependent manner .",0
"HA induced CD44 signaling increased beta1-integrin expression and activation and induced phosphorylation of the cytoskeletal proteins cortactin and paxillin .  HA induced paxillin phosphorylation was attenuated by depletion of CD44 and cortactin using RNAi and following administration of neutralizing antibodies to beta1-integrin receptors , suggesting that it is a downstream target of CD44 promoted , integrin mediated signaling .",0
The RBD of Raf specifically bound Ras-GTPgammaS .  Neither GST-PI3KC2beta-RBD nor GST alone interacted with Ras-GDP or Ras-GTPgammaS .,0
"One is NEDL2 , a NEDD4 related protein that binds and ubiquitinates p73 , surprisingly increasing its stability .  Another is the NAD ( P ) H quinone oxidoreductase 1 NQO1 , that binds to p73 and prevents its ubiquitin independent degradation by the 20S proteasome .",0
"Mitochondrial GSK-3beta phosphorylates MCL-1 and VDAC amongst other mitochondrial targets .  GSK-3beta mediated phosphorylation of MCL-1 promoted its degradation and increased apoptosis , while phosphorylation of VDAC by GSK-3beta resulted in increased mitochondrial membrane permeability , again predisposing to apoptosis .",0
"DNMT1 physically interacts with acetyltransferase Tip60 , herpesvirus associated ubiquitin specific protease ( HAUSP ) , ubiquitin like containing PHD and RING finger domains 1 ( UHRF1 ) , HDAC1 and PCNA on chromatin .  Tip60 promotes acetylation of DNMT1 , which triggers ubiquitination by the E3 ligase UHRF1 , thereby targeting DNMT1 for proteasomal degradation during late S phase .",1
Further test in vivo of p53 binding to the RASSF1A promoter using Chromatin Immunoprecipitation ( ChIP ) assay confirmed p53 binding to the RASSF1A .  These results indicated that the p53 protein specifically binds to the RASSF1A promoter .,0
"p53KRKKK increased phosphorylation of HtrA2 and Omi in mitochondria and decreased the invasion of Ras transformed p53 -/ -  MEFs .  Altogether , these results suggest that cytoplasmic p53 restricts Ras induced cell invasion through increasing p38 MAPK induced HtrA2 and Omi activation in mitochondria .",0
"GSK-3beta can then phosphorylate beta-catenin on S33 , S37 and T41 .  The Axin and GSK -3 / CK1 and APC complex induces the degradation of beta-catenin .",1
"Loss of GAP function , or inhibition of GTP hydrolysis , might raise the levels of GTP bound Ras proteins and culminate in Ras over activity , thereby leading to oncogenic behavior .  In the same vein , if interactions with GEFs are not properly controlled , then the levels of GTP bound Ras can also increase and lead to Ras stimulated overactivity .",0
"MKP3 directly interacts with ERK through a region of the phosphatase termed kinase interaction motif ( KIM ) .  Interestingly , this interaction is independent of the phosphorylation status of ERK and its kinase activity , as phosphorylation of the activating residues of ERK does not induce a dissociation of the ERK and MKP3 complex .",0
"Binding of Sema4D to plexin-B1 stimulates the intrinsic tyrosine kinase activity of ErbB2 , resulting in the phosphorylation of both receptors .  ErbB2 mediated phosphorylation of plexin-B1 is important for Sema4D induced activation of RhoA through PDZ-RhoGEF .",1
We then sought to determine whether NAC could block the hypoxic activation of endogenous Src and Ras .  NAC treatment reduced the induction of p-Src 416  in hypoxia by approximately 30 % with a concomitant 17 % reduction of GTP bound Ras .,0
"Z36 can competitively inhibit the interaction between Bcl-xL and Beclin 1 in vitro , and thus it is likely that Z36 induces autophagy by blocking the interaction between Bcl-xL and Bcl -2 and Beclin 1 .  Bcl-2 phosphorylation resulted in increased dissociation of the Bcl-2-Beclin 1 complex and increased Beclin 1 dependent autophagy .",1
"Several mitochondrial derived DAMPs can induce RAGE activation , including the combination of TFAM and CpG mtDNA ( Julian et al. ,     ) .  RAGE also binds amyloid beta , a finding that suggests a possible association between RAGE and AD ( Verdier et al. ,     ; Xie et al. ,     ) .",0
"Recently , a novel kinase against IkappaBalpha has been identified by our research group that RSK2 mediated phosphorylation of IkappaBalpha affects their protein activities by through regulation of protein stabilities .  Similarly with IKKalpha and beta , RSK2 phosphorylates IkappaBalpha at serine 32 in vitro and ex vivo .",0
"For example , the inactivation of PARC by RNAi results in the restoration of nuclear p53 and restores the p53 mediated response to stress .  Nutlins are cis-imidazoline analogs that target the interaction between MDM2 and p53 preventing the degradation of p53 and allowing the p53 to accumulate .",0
Notes : Nrf2 tightly binds to homodimeric Keap1 through interaction of the ETGE and DLG motifs within the Neh2 domain and either one of the double-glycine repeat ( DGR ) sites of Keap1 .  This configuration facilitates polyubiquitination of Nrf2 by Cullin3 and Rbx1 .,1
"We provide evidence and a model         illustrating how oncogenic , activated Ras can increase the DNA binding and transcription function of SAF-1 / MAZ transcription factor , a transcriptional regulator of VEGF .  In turn , high level of SAF-1 / MAZ , that is present in the breast cancer cells , increases Ras gene expression allowing more SAF-1 / MAZ activation by activating MAP kinase pathway .",1
"In mammalian cells , under nutrient rich conditions , the nutrient sensor and serine and threonine kinase mammalian target of rapamycin complex 1 ( mTORC1 ) phosphorylates ULK1 and 2 , and mAtg13 , preventing the assembly of a multi protein complex , which is required for autophagosome formation .  Under starvation , mTORC1 is inactivated , ULK1 and 2 undergo autophosphorylation , and then phosphorylate mAtg13 and FIP200 to form an ULK1 and 2-mAtg 13 and FIP200 complex that is stabilized by Atg10 .",0
"MDMX forms heteroligomers with MDM2 and induces p53 degradation .  PA28gamma protein interacts with both MDM2 and p53 proteins and promotes the MDM2-p53 interaction , leading to enhanced MDM2 mediated p53 ubiquitination and degradation .",0
"In this regard , PDGFR-alpha can be activated by PDGF-AA , PDGF-AB , PDGF-BB or PDGF-CC , whereas PDGFR-beta can be stimulated by PDGF-BB or PDGF-DD .  In addition , PDGFR-alpha and beta heterodimer can be activated upon binding of PDGF-AB , PDGF-BB or PDGF-CC  .",0
"In contrast , Ras17N interacted most strongly with PI3KC2beta followed by RasWT .  The interaction between Ras17N and PI3KC2beta was not dependent on exchange factors since this interaction with Ras17N and 69N was only moderately reduced when compared to interaction with Ras17N .",0
"Here we show that during oncogene induced senescence or other forms of stress induced senescence ( SIS ) , Pak1 mediated phosphorylation of PGAM provokes its ubiquitination and turnover .  The ubiquitin ligase MDM2 , a transcriptional target of p53 , binds to and ubiquitinates PGAM in a phosphorylation dependent manner .",0
"Our findings showed that depletion of p27 expression by knockout and knockdown approaches efficiently enhanced S6 phosphorylation in arsenite response via overactivating Ras/Raf/MEK / ERK pathway , which consequently resulted in the stimulation of p90RSK ( 90kDa ribosomal S6 kinase ) , a direct kinase for S6 phosphorylation .  Although PI3K and AKT pathway was also involved in S6 activation , blocking AKT and p70S6K activation did not attenuate arsenite induced S6 activation in p27-/- cells , suggesting p27 specifically targeted Ras and ERK pathway rather than PI3K and AKT pathway for inhibition of S6 activation in response to arsenite exposure .",0
"However , the fact that in mice lacking both S6K1 and S6K2 , phosphorylation of rpS6 on Ser235 and 236 was conserved indirectly indicated that other kinases could compensate .  Further studies have shown that this phosphorylation was mediated by p90 rsk  that was itself activated by Erk .  Although Erk driven rpS6 phosphorylation is functionally relevant in T-cell receptor signaling in CD8 +  T cells , its significance in renal disease has not yet been established .",0
"Unphosphorylated 4E-BP1 interacts with the cap binding protein eIF4E and prevents the formation of the 4F translational initiation complex ( eIF4F ) ; by competing for the binding of eukaryotic initiation factor 4G ( eIF4G ) to eIF4E .  4E-BP1 phosphorylation by mTORC1 results in the release of the eIF4E , which then associates with eIF4G to stimulate translation initiation [ - ,   -   ] .",1
"HA induced CD44 signaling increased beta1-integrin expression and activation and induced phosphorylation of the cytoskeletal proteins cortactin and paxillin .  HA induced paxillin phosphorylation was attenuated by depletion of CD44 and cortactin using RNAi and following administration of neutralizing antibodies to beta1-integrin receptors , suggesting that it is a downstream target of CD44 promoted , integrin mediated signaling .",0
"Whereas on EGF stimulation EGFR homodimers are sorted for degradation , heterodimers fail to recruit Cbl , thereby evading degradation and are instead recycled .  For example , EGFR and ERBB2 heterodimers , that are overexpressed in many human tumors , are internalized at a slower rate , with increased recycling to the cell surface     .",0
"Co-immunoprecipitation experiments demonstrated that both wild type and kinase-inactive p38 bind to Mirk and prevent its association with upstream activators and transcriptional co-factors .  Interestingly , this effect is isoform specific , as only the p38alpha and p38beta , but not the gamma or delta isoforms , bind to Mirk .",0
"In this study , inhibition of ERK2 with specific drugs or siRNA decreased the interaction between PML and Pin1 , leading to upregulation of PML and PML-NBs formation .  Conversely , stimulation of ERK2 with growth factor such as Epidermal Growth Factor ( EGF ) increases phosphorylation of PML and its downregulation ( Reineke et al. ,     ; Lim et al. ,     ) .",0
"( A ) The projection of GDP bound H-Ras A59G MD conformers onto the first two principal components of the crystallographic ensemble .  ( B ) The RMSDs of H-Ras A59G MD conformers with respect to the GTP bound H-Ras A59G crystal structure ( PDB 1LF0 , black ) and the GDP bound H-Ras A59G crystal structure ( PDB 1LF5 , gray ) .",0
